AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,PostSchool,PostMajor,PostGPA,Other_Info
兰卡斯特大学,硕士,Accounting,录取,2015,3,101,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,财务管理,84,,,,
巴斯大学,硕士,Computer Science,录取,2017,3,,7,323,211 & 985,土木工程,79,,,,
香港理工大学,硕士,Teaching Chinese as a Foreign Language,录取,2014,0,,,0,双非,日语,87,,,,
香港浸会大学,硕士,Communication,录取,2015,2,,6.5,0,211,经济学,84,,,,省级报媒两个月实习，新闻学双学位。
阿尔托大学,硕士,Spatial Planning and Transportation Engineering,录取,2016,3,,7,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,土木工程,87.13,,,,一个水专利，无牛腿，水科研经历
约翰霍普金斯大学,硕士,Chemical & Biomolecular Engineering,录取,2015,0,,,319,211,食品科学与工程,82,,食品科学,90,国际会议POSTER PRESENTATION两个，英文文章(CO-AUTHOR)两篇
波士顿大学,硕士,Emerging Media Studies,录取,2017,4,113,,333,211,翻译,88,,,,校媒三年主编，三段媒体实习，留基委资助英国交换。各种学生干部头衔、各种奖学金、贫困地区志愿者经历，校内学术比赛一等奖，上海市大创项目。三封推荐信一封本校教授，一封交换学校教授，一封实习老大。
香港城市大学,硕士,Finance,录取,2016,3,104,,321,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经管,84,,,,1券商总部1商行1国企直投 一个水科研
南洋理工大学,硕士,Asian Studies,录取,2015,3,,7,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,对外汉语,84,,,,3篇中国语言学水论文，教过我的两个博导推荐信，有出版公司和某培训机构一年兼职，校内小奖若干。
宾夕法尼亚大学,硕士,Teaching English to Speakers of Other Languages,录取,2015,3,108,,320,双非,中文,86,,,,
香港科技大学,硕士,Environemental Sicence and Management,录取,2015,3,,7,0,双非,环境工程,90,,,,"两个教授推荐，论文的话不知名的发表过一篇。
实习的话一个学校的比较水，还有个暑假的一个月实习，最后一个就是现在的，都是水公司。。"
北卡罗莱纳州立大学,博士,Chemistry,录取,2016,3,101,,321,211 & 985,化学,84,,,,
洛桑联邦理工学院,硕士,Biological Engineering,录取,2014,2,99,,322,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物医学工程,85.98,,,,三无。
伊利诺伊大学厄巴纳-香槟分校,硕士,Economics and Econometrics,录取,2015,3,103,7,315,211 & 985,工商管理,91,,,,"大三在英国交换一年，混到了英国那个学校经济系director的推荐信。
无研究经历。
3个银行证券水实习，2个教育类实习。"
锡耶纳大学,硕士,Electronics,录取,2015,2,,6.5,0,211,电子信息工程,78,,,,学渣一枚什么都木有。普通三等奖学金2个
东京大学,硕士,Sustainability Science,录取,2017,3,101,,330,清华/北大/中科大,环境工程,87,,,,托福成绩比较低，GRE稍微高一点，GPA也比较平常。没有论文，经历的话，在环保部实习过，去欧洲呆过一个学期，还参加过联合国的气候变化谈判会议。
香港浸会大学,硕士,Green Energy,录取,2014,0,,,0,双非,化工,81,国外高校（含港澳台）,,,211，GPA3.2，有工作经验
香港科技大学,硕士,Financial Mathematics,录取,2015,4,,7.5,0,双非,数学与应用数学,90,,,,
香港城市大学,博士,Biomedical Science,录取,2016,2,99,,320,211,生物工程,87,211,生物化学与分子生物学,88,无论文，无竞赛获奖，无牛推
女王大学,硕士,Epidemiology,录取,2015,3,102,,325,双非,预防医学（五年）,85,,,,"无论文无牛推。实验室经历和申请的专业没关系。
有医院实习经历总共三段，简历上写得很满；流行病调查经历也有，简历也有写。
绩点很低。大学还修了医学英语双学位（3.41/4, rank2/81），申请的时候这个成绩单也寄过去了。GRE只有两个学校要求，Queen和McGill。102分的托福在加拿大只有UBC的流病专业没法申（要求108）。"
莫纳什大学,硕士,Banking and Finance,录取,2016,2,,6.5,0,211 & 985,工业工程,70,,,,
香港大学,硕士,Information Technology in Education,录取,2015,3,,7,0,211,信息管理与信息系统,91,,,,
新加坡国立大学,硕士,Statistics,录取,2014,0,,,0,双非,金融,84,,,,论文+公益项目
香港中文大学,硕士,Statistics,录取,2013,0,,,0,国外高校（含港澳台）,,84,国外高校（含港澳台）,,80,
滑铁卢大学,硕士,Taxation,录取,2016,0,,,0,,工商管理,83,,,,4年加拿大本地普通会计工作经验，无特长
新加坡国立大学,硕士,Chinese Studies,录取,2015,2,,6.5,0,双非,新闻学,84,,,,
密歇根大学安娜堡分校,硕士,Electrical and Electronics Engineering,录取,2016,0,,,320,211 & 985,电子信息工程,88,,,,
帝国理工学院,硕士,Optics and Photonics,录取,2017,3,102,,324,211 & 985,光电信息科学与工程,85.37,,,,一个科研经历，水实习，无paper，2次竞赛经历但没获奖.
阿拉巴马大学,博士,Mechanical Engineering,录取,2015,2,97,6.5,320,211 & 985,车辆,87,211 & 985,车辆,87,无牛推，有论文有科研
香港中文大学,硕士,E-Commerce,录取,2016,3,,7,0,211 & 985,信息管理与信息系统,84.5,,,,
爱荷华大学,博士,Computer Science,录取,2015,3,105,,325,211,数字媒体技术,88,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机应用技术,88,"一篇一作IEEE Trans的major revision
一篇二作SCI（B类）"
香港中文大学,硕士,Finance,录取,2015,3,109,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,金融学,89.3,,,,
纽约大学,硕士,Construction Management,录取,2016,3,106,8.5,328,双非,工程管理,84,双非,Master of Science in Building Constructi,,"Fall Term,2016开学，我的申请季是2015年至2016年的申请周期，托福，雅思，GRE,GMAT，本科成绩单和学历学位证书材料的国内教育部认证和美国WES认证和法律公证的过程工作，寄送GRE,托福，雅思的工作，和申请文书PS个人陈述和Resume/CV简历等个人文书的制作和撰写，和国际招生办公室取得联系和申请材料提交进度的审核查询，和教授套磁争取奖学金，联系教授导师和录取委员会主管，选校定位，查看官网申请要求和资格条件，确认和拒绝录取，缴纳留位费，上传存款证明和联系招生办签发I-20表格，skype interview的面试准备，F-1学生签证办理，国际机票，出国体检，海外租房申请办理全程事宜全部diy自主申请，没有咨询，委托和依靠过任何市面上的留学中介机构，在2015至2016年的申请季周期里面，拿到了美国纽约大学New York University 的Construction Managment 的硕士录取offer（一年奖学金7000美元，2年一共14000美元的奖学金），美国东北大学Northeastern University Master of Engineering Management的admission硕士项目录取（无奖ad），美国伊利诺伊大学厄本那香槟分校UIUC的法律硕士LLM的offer有奖录取（一年12000美元的奖学金），美国德州农工大学TAMU的Master of Construction Management的硕士录取offer（有部分奖学金，一年1000美元的奖学金），美国雪城大学Syracuse University的Master of Engineering Management的硕士录取offer（奖学金数额cover覆盖学费的25%左右），以及美国伊利诺伊理工大学Illinois Institute of Technology的Master of Construction and Engineering Management的硕士录取offer(一年奖学金为1400美元，2年共计奖学金2800美元）。"
香港大学,硕士,Finance,录取,2015,3,,7,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国贸,86,,,,3个水实习（券商、风投、互联网公司）+商赛+水社团，香港交换半年，无科研
香港城市大学,硕士,Engineering Management,录取,2015,2,,6.5,0,211 & 985,热能与动力工程,81,,,,
香港城市大学,硕士,Engineering Management,录取,2015,3,,7,0,双非,环境工程,90,,,,"两个教授推荐，论文的话不知名的发表过一篇。
实习的话一个学校的比较水，还有个暑假的一个月实习，最后一个就是现在的，都是水公司。。"
加州大学洛杉矶分校,硕士,Environmental Health,录取,2015,2,96,,325,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,public health,81,,,,
香港科技大学,硕士,Telecommunication,录取,2014,0,,,0,双非,通信,91,,,,两个教授推荐信，两个小实习，校奖学金若干，无paper
诺丁汉大学,硕士,Photonic and Optical Engineering,录取,2016,2,,6.5,0,211 & 985,光信息科学与技术,84,,,,"无论文，无牛推。不过有理工科可能比较少的一个比较对口的实习，然后有两个学校的水项目，其中一个发了国内的水专利，有一个和物理教学有关的志愿者经历。一个学校的单项奖学金（对，就是那种三等奖以下的安慰奖）。所以基本上没什么加分项。
辅修公共关系学，以为能帮助申一下人机交互，结果并没什么用。"
南安普顿大学,硕士,Global Media Management,录取,2015,0,,,0,双非,广播电视编导,88,,,,背景挺一般：拿过一些奖学金，最拿的出手的是国奖。得过一些荣誉，除了学校各种优秀学生学生干部之外，得过两个省级的，一个优秀毕业生，一个优秀学生干部。不过我实在不知道外国人对“省级”有没有概念。。。换言之，不知道算不算加分项。水实习只在CV提了两句。在学生会混到副主席，参加过一些志愿者活动，都是小活动，跟那些动辄出国交流出国志愿的没法比。差不多就这些。
奥胡斯大学,硕士,Electrical and Electronics Engineering,录取,2016,3,101,,0,双非,通信工程,87,,,,"之前拿了一个 DTU 的 ad: http://bbs.gter.net/forum.php?mod=viewthread&tid;=1946959&page;=1#pid1780253204
这两个学校选哪个好呢?"
达尔豪斯大学,硕士,Computer Science,录取,2015,3,,7,0,211 & 985,工业工程,87,,工业工程,,一篇原专业水论文，工作3年，IT相关，主要是信息系统的项目
悉尼大学,硕士,Law,录取,2016,0,,,0,211,法学,85,,,,"大一绩点很烂，大二进步，大三进入前15%-20%；
两篇论文，两次法院实习，两次律所实习，
一次社会实践经历，一次海外暑期项目经历，
学生工作经历，校内荣誉有。"
香港城市大学,硕士,Mathematics for Finance and Actuarial Science,录取,2014,0,,,0,,经济,81,国外高校（含港澳台）,,,na
香港城市大学,硕士,Applied Economics,录取,2017,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,保险学,81,,,,
香港城市大学,硕士,Communication and New Media,录取,2015,3,,7,0,211,英语,88,,,,无论文，非主流实习经历，ps写的好。
伍斯特理工学院,硕士,Computer Programming,录取,2016,2,95,,318,211 & 985,光电信息,81,,,,参加过几次比赛，但并没有获重奖
宾夕法尼亚大学,硕士,Mechanical Engineering,录取,2015,2,99,,323,211 & 985,热能与动力工程,86.78,,,,两次实习，一项发明专利，奖学金若干，无paper和海外项目经历
曼尼托巴大学,硕士,Biology and Biological Science,录取,2014,0,,,0,国外高校（含港澳台）,生物,88,,,,两个牛腿
香港大学,硕士,Economics,录取,2017,0,,,0,国外高校（含港澳台）,经济学,88,,,,
奥卢大学,硕士,Computer Science,录取,2014,2,93,,0,双非,计算机科学,75,,,,"工作4年 嵌入式开发和其他相关开发及support经验
无论文 无牛腿"
德克萨斯大学奥斯汀分校,硕士,Law,录取,2017,2,98,,0,双非,民商法,86.08,,,,
谢菲尔德大学,硕士,Computer Science,录取,2014,0,,,0,双非,高分子材料科学与工程,81,,,,"北京某双非一本,校奖学金，1.5年full-time上海某互联网IT企业工作经验
推荐信是学校实验室老板+公司总经理"
爱丁堡大学,硕士,International Relations,录取,2017,4,,7.5,0,211 & 985,政治学,89,,,,
宾夕法尼亚大学,硕士,Educational Linguistics,录取,2017,0,,,0,双非,英语,84,,,,
罗格斯大学,本科,Communication and Media Studies,录取,2015,1,88,,0,双非,汉语言文学,84,,,,
香港城市大学,硕士,Information System Management,录取,2016,3,,7,0,211,工商管理,79,,,,
南加州大学,硕士,Law,录取,2017,3,106,,0,211 & 985,法学,84,,,,"Chinalife 法务实习、EY（北京）审计实习、非诉精品小所实习、厦门区法院实习。。（都一个多月，水水的。。）
参加了UNCTAD mapping project，水志愿者几个
没论文没辩论"
印第安纳大学,硕士,Law,录取,2015,3,105,,0,211 & 985,法学,85,211 & 985,法学,AA,
香港浸会大学,硕士,Language Studies,录取,2016,2,,6.5,0,双非,英语,90,,,,
香港浸会大学,硕士,Applied Economics,录取,2015,4,,7.5,0,211,市场营销,80,,,,
利兹大学,硕士,Teaching English as a Second Language,录取,2015,3,,7,0,,英语,84,,,,国家奖学金和两个无分量小奖
纽约州立大学石溪分校,硕士,Chemistry,录取,2016,1,88,,306,211,精细化工,81,,,,
特温特大学,硕士,Electrical Engineering,录取,2016,2,,6.5,0,211 & 985,信息工程,84.34,,,,无paper，无竞赛，无牛腿，水过实习，水过实验室。
哥伦比亚大学,硕士,Architecture,录取,2017,3,101,,321,211 & 985,城市规划,88,,,,
香港科技大学,硕士,Information Technology,录取,2014,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,软件工程,81,,,,
澳大利亚国立大学,硕士,"Accounting, Statistics",录取,2017,3,,7,0,211 & 985,,92,,,,
布朗大学,硕士,North American Studies,录取,2015,4,115,,330,211 & 985,英语语言文学,88,,,,一封大牛推，是伯克利英语系（此专业伯克利全美第一）的一个大牛教授（专门研究William Blake)，还有两三封是本院的教授副教授等，都是教过自己的老师，比较了解，Writing Sample给的是在外交换时的American Studies的课程论文，由助教修改过，SP写得比较学术，因为这个项目明确要求了要学术SP（MA还要学术SP）也是醉了。。。
代尔夫特理工大学,硕士,Geomatics,录取,2014,0,,,0,清华/北大/中科大,urban planning,80,,,,无论文，无牛推，DIY...
阿卜杜拉国王科技大学,博士,Materials Science and Engineering,录取,2015,3,104,,320,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,光信息科学与技术,87,,,,一篇一作SCI
路易斯安那州立大学,硕士,Landscape Architecture,录取,2015,2,91,,300,,园林,82.75,,,,
香港浸会大学,硕士,Advanced Information System,录取,2015,0,,,0,双非,物联网工程,81,,,,
延世大学,硕士,Translation,录取,2015,2,90,,0,双非,英语,84,,,,
南加州大学,硕士,Law,录取,2017,0,,,0,,LLB,84,,,,"条件真的很一般 运气很好
跟法律方面的材料真的很少。 在charity shop义工过一段时间；参加过mooting; 学校的student ambassador; 学生会之类的...  美国summer internship;"
香港城市大学,博士,Physics and Materials Science,录取,2016,3,100,,320,211 & 985,物理,85,,,,四段科研经历，两次与申请专业相关；一篇一作SCI待发；专利一项，小奖若干；一篇副院长推荐信；三围低，没有有用的套辞。
莱顿大学,硕士,International Relations and Diplomacy,录取,2017,3,108,,0,211 & 985,外国语文学,88,,,,拿到过小奖，西班牙交换过，跨专业申请因而没什么学术成果，有一定的基础知识。
密歇根大学安娜堡分校,硕士,Economics and Econometrics,录取,2015,4,112,,330,211,国贸,92,,,,看我背景不删帖
密歇根大学安娜堡分校,硕士,Manufacturing Engineering,录取,2017,2,94,,322,211 & 985,车辆工程,86.69,,,,
佐治亚理工学院,硕士,Economics,录取,2015,3,107,,326,211,经济学,88,,,,
香港城市大学,硕士,Quantitative Analysis for Business,录取,2017,1,86,,313,211 & 985,管理科学,81,,,,"学习可差了TAT，没有奖学金
一个国创，一个科研，两个实习"
萨凡纳艺术与设计学院,硕士,Art / Fine Arts,录取,2013,0,,,0,双非,江南大学工业设计,84,,,,"211高校，
托福91，gre311，
红点奖"
香港城市大学,硕士,Computer Science,录取,2014,0,,,0,双非,软件工程,83,,,,一本双非，有两篇论文发表，拿过一次奖学金
都柏林圣三一学院,硕士,Management,录取,2016,3,,7,0,211 & 985,市场营销,83,,,,没奖学金，课外2个500强的水实习，无商科挑战赛经历
南洋理工大学,硕士,Signal Processing,录取,2016,0,,6,0,211 & 985,电子信息科学与技术,84,,,,500强1年半工作经验
内布拉斯加大学林肯分校,硕士,Other,录取,2013,0,,,0,双非,资源环境与城乡规划管理,88,,,,12年毕业后从事专业相关工作，有项目经历，挑战杯小奖，无论文，无牛推
埃默里大学,硕士,Law,录取,2017,2,95,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,84.8,,,,
纽约州立大学奥尔巴尼分校,博士,Sociology,录取,2015,3,102,,327,211 & 985,交通工程,84,,,,一个省级创新项目负责人；台湾交流经历；三篇水期刊论文；AIESEC志愿者；社团活动若干
波士顿大学,硕士,Economics,录取,2015,3,109,,326,清华/北大/中科大,"经济学,大一学的生物",84,,,,做过一篇国内会议 学校的小比赛 跟着外校老师做的国家项目 其他都是课程论文神马的
南加州大学,硕士,Public Policy Analysis,录取,2017,4,111,,330,清华/北大/中科大,社会学,84,,,,一个国内公益基金会实习，社区公益项目志愿经历（学术相关），会议论文一篇
亚利桑那州立大学,硕士,Industrial and Product Design,录取,2015,1,81,,0,双非,工业设计,81,,包装设计,84,亚利桑那州里大学只说录取，没有提奖学金的事，只给了一个financial aid 的网站，不知道是不是要自己申请。CCS给了每年1.5W的奖学金。罗彻斯特理工申请的是工业设计，结果被调到了Wood & Furniture Design，好贵的感觉，存款证明要5.3W
埃因霍芬理工大学,硕士,Computer Science,录取,2017,3,,7,0,211 & 985,软件工程,84,,,,"无论文。
无牛推。
五百强专业相关实习（accenture）
学校科技社团社长，与微软有合作的。

eit看中我可能有以下原因，第一，我有互联网创业经历，这也在我的文书里占了重要篇幅。我的business plan也是从这个地方切入的。第二，我在学校大数据实验室做过一些数据科学方面的事情，算是与云计算沾边吧。没选data science是因为我看官方发出来的计划招生图标，ds的少得可怜啊。。。没敢报。其实听师兄师姐说，ds是招的最多的？"
香港浸会大学,硕士,Managerial Economics,录取,2015,3,,7,0,,经济学,84,,,,一本双非，一等奖学金和三等奖学金，省级和本专业无关奖项，学校不痛不痒奖项若干，CN水论文若干篇，若干实习。low gmat。。
加州大学洛杉矶分校,博士,Chemistry,录取,2016,3,101,,321,211 & 985,化学,88,,,,"一篇AFM 一篇CEC 一作
Gap一年"
香港中文大学,硕士,Other,录取,2013,2,94,,0,双非,Media English,77,,,,"男生：211 985高校（sdu）工作半年+论文*2+实习
"
加州大学戴维斯分校,硕士,Mechanical Engineering,录取,2016,3,105,,328,211,汽车工程,88,,,,
东英吉利大学,硕士,Economics and Econometrics,录取,2015,3,,7,0,双非,国际经济与贸易,84,,,,
达特茅斯学院,博士,Computer Science,录取,2016,2,97,,323,双非,信息管理与信息系统,88,211,计算机,88,论文较多获奖多
爱丁堡大学,硕士,Data Science,录取,2017,2,,6.5,0,211 & 985,统计学,87,,,,美赛一个h一个s（用处不大。。。重点是经历），几个奖学金，三个相关实习，一个国际交流项目，一篇论文发表，若干小研究，若干志愿者
康奈尔大学,硕士,Public Administration,录取,2015,3,104,,325,211 & 985,行政管理,88,,,,"没论文，参加过一个国家级项目（负责人），港科大和我们学校合办的一个暑期项目（可持续发展主题，与Emory的master's development in practice比较贴切吧），vericant97%
社会活动:辩论
政府实习一个月"
南加州大学,硕士,Communication Management,录取,2016,3,105,,321,211,法语,84,,,,没有得过任何奖学金，只有在中央电视台实习过的经历，也就只有这一个实习，不知道算不算加分项.大三在法国交换过一年。
华威大学,硕士,Logistics and Supply Chain Management,录取,2016,2,,6.5,0,,海事管理,88,,电子商务及物流科技,,
南洋理工大学,博士,Computer Science,录取,2015,2,96,,325,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,数字媒体技术,85,,,,无论文，有几个Research沾点边的项目（一个SRTP一个国创），在本科期间就拿过一次没有钱的奖学金。大三参加了SUTD的交流项目，期间做过2个水水的研究性质的iProject，后获得了交流项目颁发的“优秀学生奖”。
巴斯大学,博士,International Relations,录取,2015,4,,7.5,0,双非,英语,87,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语语言文学,83,本科校三好学生、校优秀毕业生，多次获得一等奖学金，国家级竞赛奖三项，有丰富口译、教学经验，发表论文8篇。
曼彻斯特大学,硕士,"Operations, Projects and Supply Chain Management",录取,2016,4,,7.5,0,双非,,84,,,,
香港科技大学,硕士,Engineering,录取,2016,2,98,,309,211,建筑环境与设备工程(暖通空调HVAC),84,,,,校内奖学金若干，设计院实习，校内设计比赛二等奖一个
悉尼大学,硕士,Industrial and Engineering Management,录取,2017,2,,6.5,0,211,新能源科学与工程,84.58,,,,美赛三等奖，江苏省优秀志愿者，校奖学金，英国伯明翰大学暑期交流经历，实习经历县能源局、一个股份制大公司、外加一个小公司，校级科研，无论文
密歇根大学安娜堡分校,硕士,Urban Design,录取,2016,3,108,,315,211 & 985,景观学,86.69,,,,无竞赛，社会活动丰富
纽卡斯尔大学,硕士,Finance,录取,2015,0,,,0,双非,金融,85,,,,
鲁汶大学,硕士,Computer Science,录取,2015,3,,7,0,双非,软件工程,86,,,,无
密苏里大学,博士,Agricultural Economics,录取,2015,3,107,,319,清华/北大/中科大,金融,84,国外高校（含港澳台）,Austrian Economics,90,2 papers(1 SSCI)
香港大学,硕士,Teaching English to Speakers of Other Languages,录取,2016,3,,7,0,,英语,86,,,,
香港理工大学,硕士,E-Commerce,录取,2016,0,,6,0,211,计算机科学与技术,81,,,,
纽约州立大学布法罗分校,硕士,Art Management,录取,2017,2,90,,308,211,音乐学,84,,,,很多实习 其他的没有什么很厉害的
香港城市大学,硕士,Public Policy and Management,录取,2014,0,,,0,双非,SOCIAL WORK,84,,,,双非普本 无论文 无牛推 无奖学金 一个很水的实习 小奖若干 社团若干
华盛顿大学,硕士,"Urban, Community and Regional Planning",录取,2015,3,100,,325,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,城市规划,84,,,,不是大牛申请者，努力把材料写好做到qualified啦~
莱斯特大学,硕士,New Media,录取,2015,3,,7,0,211,英语,88,,,,无论文，非主流实习经历，ps写的好。
波士顿大学,硕士,Economics and Econometrics,录取,2017,3,105,,321,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,金融学,84,,,,一个水科研，四段实习，银行投行部、基金公司、券商投行部
加州大学伯克利分校,硕士,Architecture,录取,2017,3,109,,322,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,园林,88,,,,本科园林转专业申请／无竞赛／一个建筑设计院实习／新加坡学校建筑专业，交流一学期／校一、二等奖学金／推荐人有一位是MIT connection但感觉帮助不大
德克萨斯大学奥斯汀分校,硕士,American Law,录取,2015,3,106,,0,211 & 985,法律,85,,,,普通小本。律所实习，法院实习，一个课题。两届省辩论亚军。同城985校新闻双学位。
爱丁堡大学,硕士,Management,录取,2016,4,,7.5,0,,教育心理與輔導學系,88,,,,沒論文、沒社團、有系學會經驗、修了不少商學相關的課、組隊參加微電影比賽得獎、代表政府前往美國青年大使培訓、加拿大UBC交換一學期、不相關實習工作幾個、獎學金幾個等等。
格罗宁根大学,硕士,Cognitive Neuroscience,录取,2017,2,97,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物科学,86,,,,海外交换学习一年，水论文一篇
加州大学河滨分校,博士,Bioinformatics,录取,2016,3,108,,322,211,,83.99,,,,
德克萨斯大学奥斯汀分校,硕士,Economics,录取,2015,3,105,,329,211 & 985,经济学（第一学位）+应用数学（双学位）,92,,,,我的背景之前发过（更详细请参考其他帖子），不同的是后面刷了一个国内私募的实习，在里面做经济研究，拿了推荐信。没有牛腿，后来没有找国外教授推荐，明尼苏达拿了校董推荐，可是呵呵还是没申到PhD。
北卡罗来纳大学教堂山分校,博士,Mathematics,录取,2014,3,100,,321,清华/北大/中科大,化学,70,国外高校（含港澳台）,Chemical engineering,88,"本科国内Top2, 硕士在哥大
无研究经历, 无陶瓷, 12门数学/应数课, 8A 4A+. 难度从baby rudin到某些纯数PHD课程不等
推荐人都是上课老师, 2位正教授答应写strong rec/solid rec, 一位刚毕业的博士答应写very positive rec"
罗格斯大学,硕士,Financial Service Risk Management,录取,2015,2,98,,319,211,保险精算,84,,,,
西北大学,硕士,Law,录取,2015,3,105,,0,双非,,86.46,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法律硕士,S,本科非法律专业，外所工作6年多，外企法务工作2年多，推荐人某美所partner一封，硕士导师一封，现公司领导一封。没有什么大牛的推荐人，3个人来自3个不同的国家。partner和公司领导和我关系都很好，所以写得应该都蛮具体的，还有他们个人对我的感受。教授的那封，很普通，大家懂得。
华威大学,博士,Health Science,录取,2014,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,PREVENTIVE MEDICINE,81,,,,有较丰富的科研经历，论文还没有发表。
佐治亚理工学院,博士,Chemical Engineering,录取,2013,0,,,330,国外高校（含港澳台）,化学,88,,,,三项研究，一篇论文
南加州大学,硕士,Journalism,录取,2016,3,103,,316,,中文,87,,,,"实习：两个电视台实习，一个是导演助理（1个月全勤），一个是记者（半年）；一份外媒实习，约3个月
交换：在CUHK的交换半年，上了那边新闻系的课
其他：校媒出过几篇人物专访和专题报道（两篇拿来翻译作WS了hhh），学生会，志愿者等等
推荐信：两封academic的，来自本科专业的教授+交换时认识的新闻系教授，一封professional的是实习的外媒老板（算得上牛推吧但该拒的还是拒了，哭）
Writing Sample:都是文字作品，没来得及拍个片子，一篇论文加上两篇校媒的报道"
香港理工大学,硕士,Multimedia and Entertainment Technology,录取,2017,3,,7,315,双非,广播电视学,86.8,,,,"DIY
三份实习
作品是一个app一个多媒体装置3个vedio"
兰卡斯特大学,硕士,E-Business and Innovation,录取,2015,0,,6,0,双非,电子商务,84,,,,本科电子商务，辅修历史，GPA排名班级第一年级第五，参加大小辩论赛和其他各种比赛
格拉斯哥大学,硕士,Civil Engineering with Management,录取,2017,2,,6.5,0,211 & 985,工程管理,88.89,,,,"三流985
论文无，推荐就是两个副教授。
各种学校院里水水的小奖，一个专业相关的国家比赛奖。
几个相关实习。
两个大学生创新创业项目。获得国家级奖学金。"
乔治城大学,硕士,Law,录取,2015,3,104,,0,双非,法律,88,,,,
爱丁堡大学,硕士,Economics and Econometrics,录取,2015,3,,7,0,,国际经济与贸易,84,,,,无论文，水实习两个
华威大学,硕士,Economics and International Financial Economics,录取,2015,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经管,88,,,,"1月25号申请。因为之前申请过别的学校，很自觉地提交本科的经济学课程的outline，经济学好像很看重微观/宏观/计量/统计的成绩。Intermediate Microeconomics 99/100，Intermediate Macroeconomics 94/100，Econometrics 94/100，Statistics 94/100（不知道自觉提交的outline有没有起到作用）。。PS: 因为华威上传的材料个数有限，我是把outline附在成绩单后面做成Notes的。
国外非主流交换1学期。"
埃默里大学,硕士,American Law,录取,2017,2,94,,0,双非,法学专业 国际法学院,84,,,,"发表论文一篇
辩论赛获奖
实习经验包括律所、法院以及公司
法律英语toles advanced + 一定法律翻译经验
志愿者经历从省级到校级"
圣路易斯华盛顿大学,硕士,Law,录取,2017,3,103,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,91,,,,
香港中文大学,硕士,Marketing,录取,2015,4,,7.5,0,双非,国际商务,84,,,,奖学金，水实习，比赛
香港中文大学,硕士,Marketing,录取,2015,3,,7,0,,国际商务,87.09,,,,无牛推  水实习
香港城市大学,硕士,Communication and New Media,录取,2016,2,,6.5,0,211 & 985,,88,,,,一个大挑的省奖，三个实习，一个是学生自主创业团队，一个很水，第三个一个在4A公司。
香港城市大学,硕士,E-Commerce,录取,2017,3,104,,0,211 & 985,信息管理与信息系统,84,,,,有互联网近5年工作经验。
香港中文大学,硕士,Business Analytics,录取,2016,0,,,0,211,通信工程,84,,,,国家级SRTP一个，小奖学金若干，三个水实习，一些课外活动，还有一些各种比赛的，主要是国赛的奖。。。。
香港中文大学,硕士,Biochemical and Biomedical Science,录取,2017,2,,6.5,0,211,生物,84,,,,校奖学金，二作一篇，校级课题，实习志愿经验
加州大学洛杉矶分校,硕士,Architecture,录取,2015,3,100,,317,双非,建筑,84,,,,"申请过程DIY, 无牛推，全是自己系的老师=、="
香港大学,硕士,Economics,录取,2015,4,,7.5,0,211 & 985,经济学,88,,,,
密歇根大学安娜堡分校,硕士,Health Education,录取,2015,3,100,,325,清华/北大/中科大,公共卫生,88,,,,
爱荷华州立大学,博士,Economics and Econometrics,录取,2015,4,,7.5,329,211,,84,,Economics,,
宾夕法尼亚大学,硕士,East Asian Languages and Literatures,录取,2016,2,97,,316,211 & 985,汉语言文学,89,,,,
杜兰大学,硕士,Admiralty Law,录取,2015,2,98,,0,双非,国际经济法,84,,,,上海双非小本，法学院校。基本无实习；一次欧洲大学暑期交流；三次本专业领域国际竞赛；三封推荐信：律所合伙人、校长、本专业教授；国家奖学金和上海市奖学金。
北卡罗莱纳州立大学,博士,Economics and Econometrics,录取,2016,3,107,,320,,国际经济与贸易,88,,,,两篇合作发表（个人觉得比较水的），其他荣誉较多，有一段海外志愿者经历，一份实习。
