AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,Post_School,Post_Major,Post_GPA,Other_Info
伊利诺伊理工大学,硕士,Design,录取,2017,3,,7.0,310,211 & 985,工业设计,91.0,,,,
香港大学,硕士,Literary and Cultural Studies,录取,2015,4,,7.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,中文,89.5,,,,台湾交换半年，奖学金若干，实习若干
伦敦大学学院,硕士,Financial Risk Management,录取,2015,3,,7.0,0,,应数,84.0,,,,无牛腿，无论文。。。。
新南威尔士大学,博士,Mechanical Engineering,录取,2015,3,100.0,,318,双非,材料成型及控制工程,86.0,211,材料成型及控制工程,87,"863项目参与。
一作SCI：8篇(IF3.01*3+1.8*1+1.9+2.2*1+0.8+0.4)
一作EI：1篇，中文核心1篇
挂名SCI2篇。"
香港理工大学,硕士,Sustainable Urban Development,录取,2015,2,,6.5,0,211,风景园林,87.18,,,,"两篇论文，一个是国外学术期刊，一个是国内省级期刊。
推荐信一封是实习单位的外国设计师，两封学校老师。
无竞赛，有一个月小公司实习，作品集很一般。"
澳大利亚国立大学,硕士,Commerce,录取,2017,0,,,0,双非,英语,83.0,,,,
乔治华盛顿大学,博士,Mechanical & Manufacturing Engineering & Aerospace Engineering,录取,2013,3,100.0,,320,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,热能与动力工程,88.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,热能与动力工程,91,无牛推，2篇国内会议，1篇国际会议，1篇sci在审（均非一作）
香港理工大学,硕士,Chinese Culture,录取,2015,2,,6.5,0,211 & 985,汉语言文学,92.0,,,,台湾交流半年，3个相关实习，一个校级创新项目
南洋理工大学,硕士,Applied Economics,录取,2014,0,,,0,双非,金融学,87.0,,,,无牛推，无论文 几个工行、建行水实习，国家级、省级项目比赛奖项
乔治城大学,硕士,Economics and Econometrics,录取,2016,3,107.0,,327,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,91.0,,,,
加州大学圣地亚哥分校,硕士,International Affairs,录取,2017,4,110.0,8.5,327,211,西班牙语,90.5,,,,
杜克大学,硕士,Economics and Econometrics,录取,2015,3,108.0,,321,双非,经济,88.0,,,,渣GRE求忽略 没有什么像样的研究经验 writing sample写的很烂一度后悔提交 数学课也修得不多 感觉自己真是太幸运
伯明翰大学,硕士,Human Resource Management,录取,2017,3,,7.0,0,211,英语,80.0,,,,
加州大学洛杉矶分校,硕士,Environmental Engineering,录取,2015,2,92.0,,325,211,环境工程,88.2,,,,有一些水水的研究经历，七七八八的课外活动什么的。也许有一个不错的推荐人？
南卫理公会大学,硕士,American Law,录取,2015,4,,7.5,0,双非,法学,85.0,双非,商法学,AA,"主持课题多项，一般期刊发表学术论文若干篇，非学术文章N篇，历次综合奖学金及国家励志奖学金，曾任校内期刊主编，学生会活动若干，校内各类活动奖项、校院级荣誉若干。
通过国家司法考试，CPA部分科目，TEM-8，英语二学位。
推荐信院长，导师及实习单位导师各一，无牛推。
无top所实习经历。

经济原因未申请top14名校。
IUB、UGA、SMU及UW(Seattle)的奖学金还在评定中,范德堡大学一直没有消息（应该是嫌弃小硕
申请太晚）
Drexel 两年制JD 奖学金over70%计56775刀
Tulane 3万刀 WM 15,000刀 凯斯西储12,000刀 
OSU Jones Day Scholarship半奖，Emory 10,000刀（嫌弃小硕没有工作经验？）"
香港大学,硕士,Teaching English to Speakers of Other Languages,录取,2016,3,,7.0,0,双非,英语,81.0,,,,
德克萨斯大学达拉斯分校,硕士,Emerging Media and Communication,录取,2016,2,99.0,,318,211,泡菜语,84.0,,,,"优秀毕业论文，用泡菜文写的，所以Writing Sample交的是泡菜文翻成英文的版本，当然不是硬翻的那种。。大学期间泡菜国公派交流半年，演讲比赛第三名，给CCAV做过新闻编译，做过大大小小各种笔译、口译，还给一家电视台做过两三年的韩娱字幕组，看这架势应该去泡菜国留个学的，但本科毕业的时候申请失败了，就直接工作了。
在全球TOP3的信息数据服务类跨国公司做数据分析、市场分析、商业分析的工作，工作经验5年。"
香港理工大学,硕士,English Language Arts,录取,2015,3,,7.0,0,双非,英语（翻译）,86.8,,,,双非院校一本专业 奖学金 无论文 2实习 2副教授推荐信 社会实践 三笔 校内校外大小奖 学生干部 辅导员助理
纽约大学,硕士,Public Relations,录取,2016,3,104.0,,315,双非,英语,84.0,,,,无牛推，一年irrelevant的工作经历加两份时间很短的报社实习。
谢菲尔德大学,硕士,Business Finance and Economics,录取,2015,3,,7.0,0,双非,经济学,88.0,,,,
香港城市大学,硕士,Professional Accounting and Corporate Governance,录取,2017,2,94.0,,0,双非,marketing,90.0,,,,各种奖学金，一年多工作经验，2个国家励志，1个国家大赛二等奖，论文发表
圣路易斯华盛顿大学,博士,Chemistry,录取,2014,4,112.0,,327,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,88.0,,,,
圣安德鲁斯大学,硕士,Finance,录取,2016,3,,7.0,0,211,金融统计,84.0,,,,
华盛顿大学,硕士,Accounting,录取,2015,2,97.0,,0,211,财务管理,81.0,,,,四大实习，美国管理会计师协会实习，比较social，还有很多校学生会和社团活动的经历，也做很多志愿。可惜标化分数和绩点都不高。
香港大学,硕士,Energy Engineering,录取,2015,2,,6.5,0,211,热能与动力工程,81.0,,,,
香港浸会大学,硕士,Communication,录取,2016,2,99.0,,0,211,工科,84.0,,,,
波士顿大学,硕士,"Banking, Corporate, and Tax Law",录取,2015,3,,7.0,0,211,法学,82.4,,,,with work experience
肯高迪亚大学,硕士,Mechanical Engineering,录取,2015,2,97.0,,0,双非,机械工程及自动化,84.0,,,,
阿拉斯加大学费尔班克斯分校,硕士,Petroleum Engineering,录取,2015,2,90.0,,319,211,石油工程,85.0,,,,一篇很水的论文，和一个外观新型专利。
南洋理工大学,博士,Electrical and Electronics Engineering,录取,2016,0,,,0,双非,通信工程,85.0,双非,通信工程,85,"学校是双飞，对科研比较感兴趣，3篇一作SCI期刊论文（其中一篇是IEEE trans），其他二作SCI,EI,高级会议5篇。国家省部级荣誉十余项，学弟学妹们好好加油。"
香港城市大学,硕士,Chinese,录取,2017,0,,,0,211,新闻学,79.0,,,,公务员工作两年 有电视台实习经历 工作单位评定优秀和先进 六级低分过
印第安纳大学,博士,Chemistry,录取,2017,3,103.0,,320,,轻化工程,84.0,,纺织化学,87.61,一篇英文会议，中文核心若干，一篇中文专利，无海外学习或交流经验
香港中文大学,硕士,Sustainable Tourism,录取,2014,0,,,0,双非,资源环境与城乡规划管理,87.9,,,,211院校。一个校级科研立项指导老师推荐信，一个本科导师推荐信，都是教授。一篇论文在审，出版一份地图（关于绿色生活的）。拿过一次国奖，校级奖学金若干和校级优秀学生。资格证书填的是计算机二级和普通话证书。有科研经历、实习和学生工作经历（主要是在环保社团做的）。
弗吉尼亚大学,硕士,Statistics,录取,2015,0,,,318,211 & 985,Sociology,88.0,,,,"IBM数据挖掘实习
UC Berkeley交换一学期
推荐信：本科导师/UCB统计学教授牛腿/IBM实习时的项目leader"
香港中文大学,硕士,Educational Psychology,录取,2013,0,,,0,双非,英语,77.0,,,,一个港资美资市场部实习，很弱的背景
香港中文大学,硕士,Urban Design,录取,2015,2,99.0,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,城市规划,83.0,,,,无竞赛无奖学金，学渣一枚，2个实习，作品集只放了3个project
香港城市大学,硕士,Communication and New Media,录取,2015,2,,6.5,0,双非,广告学,92.0,,,,有一个本专业的国家级的金奖，国家级的二等奖，省级的二三等奖，然后一等特等国奖之类的奖学金很多，有6个月的地方电视台实习，实习的时候在一个蛮大的项目里打了一点酱油。
圣路易斯华盛顿大学,硕士,Landscape Architecture,录取,2015,2,90.0,,312,211,Ornamental Horticulture,80.66,,,,
弗吉尼亚理工,硕士,Environmental and Water Resource Engineering,录取,2017,3,,7.0,320,211 & 985,给排水科学与工程,85.95,,,,
澳门大学,硕士,Electrical and Computer Engineering,录取,2015,2,,6.5,0,双非,自动化,84.0,,,,两封推荐 一封院长 一封教授
香港城市大学,硕士,Multimedia Information Technology,录取,2016,3,101.0,,0,211,数字媒体技术,82.0,,,,
苏黎世联邦理工学院,硕士,Materials Science,录取,2015,3,,7.0,0,211 & 985,材料科学与工程,84.0,,,,"SCI水文一作一篇（申的时候还在投稿中）。。。
就学校的老师，没啥牛推。
中科院实习一个月"
维克森林大学,硕士,Communication,录取,2015,3,107.0,,326,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,广告学,84.0,,,,心理学双学位，国际4A实习半年，无论文无大型公益经历！有过大广赛一个小小小小小破奖和学校project的奖
渥太华大学,硕士,Electrical and Computer Engineering,录取,2015,3,,7.0,0,211 & 985,电气工程,88.0,,,,一项国家级竞赛，一项专利和一些奖学金
谢菲尔德大学,硕士,Advanced Mechanical Engineering,录取,2016,2,,6.5,0,211,热能与动力工程,83.46,,,,
香港浸会大学,硕士,Accounting,录取,2014,3,,7.0,0,双非,国际经济与贸易,84.0,,,,某渣二本学校，一银行水实习，一黄金交易公司水实习，学生会部长，两次校级奖学金，国际会议志愿者，无paper，无牛推，还有一些水社会实践
耶鲁大学,硕士,Law,录取,2015,4,115.0,,0,,经济学,88.0,,,,"在香港读书的大四狗，今年毕业
有半年美帝交换经历
Letters all from college professors/TA
Average softs"
香港中文大学,硕士,E-Commerce,录取,2017,2,,6.5,0,211,国际商务,81.0,,,,
德克萨斯农工大学,硕士,Electrical and Electronics Engineering,录取,2017,3,,7.0,315,211 & 985,电气工程,82.0,,,,有一项专利，有实习
弗吉尼亚大学,硕士,Educational Psychology,录取,2016,3,101.0,,319,211 & 985,心理学,84.0,,,,
新加坡国立大学,硕士,Electrical and Electronics Engineering,录取,2014,0,,,0,双非,电气工程,84.0,,,,无论文，水实习。山东省内top10，青岛理工大学，一本专业。。今年港校貌似是广发offer的节奏啊。。
南加州大学,硕士,Public Relations,录取,2016,3,109.0,,321,211 & 985,国际政治,88.0,,,,学生社团队长，澳洲公派交换，一个电视台、一个报社、一个公关公司实习，推荐信两个教授一个老板
肯塔基大学,博士,Pharmaceutical Sciences,录取,2015,2,96.0,,320,211 & 985,化学,86.0,,,,两年半国家重点实验室的研究经历，无paper，一个牛推
罗德岛设计学院,硕士,Architecture,录取,2017,2,,6.5,299,211,采矿,78.0,,,,
匹兹堡大学,硕士,Education,录取,2016,2,98.0,,310,,数学,83.0,,,,
雪城大学,硕士,Architecture,录取,2017,1,89.0,,308,211,城市规划,81.0,,,,"有两年工作实习经验，在过省规划设计大院，也在过小规划设计院。
推荐信找的学院领导和两位工作领导推荐。
然后有在台湾作交换生的经历（半年）。"
香港大学,硕士,Social Work and Youth Services,录取,2014,0,,,0,双非,Social Work,89.0,,,,推荐信一封学院副院长推荐，一封学院另一个副教授推荐。无paper。实习经历不多，参加的实践活动比较杂。到台湾交换过一个学期。
哥伦比亚大学,硕士,Architecture,录取,2015,3,108.0,7.0,315,211,建筑学过评估,88.0,,,,一所地域偏僻的普通211 没有任何建筑设计特长的学校 却一直默默激励着我要不断努力 要走出去
波士顿大学,硕士,Economics and Econometrics,录取,2017,4,114.0,,330,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,85.96,,,,见之前背景贴
埃默里大学,硕士,Law,录取,2017,3,100.0,,0,211,法学,87.2,,,,成绩LSAC的评级是AA，托福考了两次都是100，就没有继续了。再说一下本人的其他条件以供参考，普通211大学，成绩上游，拿过国家奖学金等一系列奖学金。做项目拿过国家、市级奖。还有一系列个人的奖。参加过ICC中文模拟法庭，拿了三等奖，现在正在准备VIS以及jessup。实习两段，一个法院的，一个小所的实习。参加过UCB的summer school，修了两门关于法律的课程都拿了A。
香港科技大学,硕士,Teaching English as a Second Language,录取,2017,4,,7.5,0,211 & 985,英语,88.0,,,,几个教育相关的实习，无奖学金，无发表和竞赛。
香港大学,硕士,Real Estate,录取,2014,0,,,0,双非,land resource management,88.0,,,,乱七八糟的创业活动和规划比赛
伦敦大学学院,硕士,Statistics,录取,2017,4,,7.5,323,211,统计,88.5,,,,
香港中文大学,硕士,Civil Engineering & Urban Planning & industrial design,录取,2013,0,,,0,双非,工业设计,88.0,国外高校（含港澳台）,,,
伦敦大学学院,硕士,Architectural Design,录取,2017,0,,6.0,0,双非,建筑与环境艺术设计,84.0,双非,建筑与环境艺术设计,86,
香港城市大学,硕士,Computer Science and Computer Engineering,录取,2013,0,,,0,双非,计算机,80.0,,,,华为工作5年
范德堡大学,硕士,Economic Development,录取,2017,3,105.0,,0,双非,国际经济与贸易,84.0,,,,
佛罗里达大学,博士,"Linguistics, Interpretation and Translation",录取,2016,3,109.0,,330,,对外汉语,84.23,,语言学,,
香港中文大学,硕士,Visual Culture Studies,录取,2014,0,,,0,双非,PR,88.0,,,,"LZ同时申请HKBU的电影和制片两个专业，在面试时选择MFA，最终拿到电影的offer；Polyu的Mutimedia Technology通过初选和作品集筛选，在面试前告知面试官放弃面试；唯一遗憾的是被CUHK的New Media 所拒，一轮二轮均无入选。cityu的mfa和cnm均为无推研直接offer，CUHK的vcs经过笔试加面试的考核
普通211，本专某管理专业的PR方向，勉勉强强都无法靠近communication；二专广播电视，凑合算半个科班。每个专业都有寄作品集去学校，除cityu直接上传到网申系统；
NCHU in Taiwan的交换&HKU;访问学生的经历，分别赚到两位professor的推荐信；
Zhejiang Satellite TV & 中新社分社的集中实习，还有零零碎碎实习经历五六段，拿到ZJTV和China News Service的推荐信两封。"
香港教育学院,硕士,Teaching English to Speakers of Other Languages,录取,2016,2,,6.5,0,双非,师范英语,92.0,,,,"师范英语专业 瑞典交换一年 校奖很多 省重点高中优秀实习生 金鸡百花电影节志愿者外宾接待
有系主任和瑞典实习导师的推荐信
全国高师学生英语教师技能大赛二级一等奖...
2月19电面 23收到教授超级长的推研信 25号拿到offer..."
萨斯喀彻温大学,博士,Sociology,录取,2014,2,95.0,,306,双非,社会工作,84.14,双非,,,
迈阿密大学,硕士,Mass Communication,录取,2017,3,109.0,,325,211 & 985,人力资源管理,88.0,,,,报社、电视台和公关公司三份实习，推荐信两封校内教授一封实习主管，校内还有一些志愿和社团活动
代尔夫特理工大学,硕士,Materials Engineering,录取,2016,3,101.0,,0,211,材料物理,84.0,,,,"还有两个EM项目
一个EM FAME 面试完了，估计没奖
一个EM Mamaself AD 小秘说有可能申法国埃菲尔奖学金"
香港大学,博士,Mathematics,录取,2015,3,103.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,数学,87.0,,,,无论文 面试很重要，一是英语，二是自己对一个领域的了解和基础知识
德克萨斯大学奥斯汀分校,硕士,"Human dvelopment, Culture and Learning Science",录取,2014,0,,,321,双非,经济学,81.0,,,,"HR工作经历2年+心理学工作经历1年
个人研究论文一篇（发展心理学）"
昆士兰大学,硕士,Educational Studies,录取,2015,2,,6.5,0,211,英语,88.0,,,,学校是大陆前50的某211工程985平台高校 社会实践经历很多 有相关新闻报道 课外荣誉也很多 有相关教学经验和实习经历 没有相关论文发表
克莱姆森大学,硕士,Architecture,录取,2015,2,91.0,,303,双非,建筑学,84.91,双非,,,
巴斯大学,硕士,International Relations,录取,2017,2,,6.5,0,,国际经济与贸易,82.0,,,,有工作经验 各种财经类证书 小创业 三门外语
莱顿大学,硕士,Culture Anthropology and Development Studies,录取,2016,3,101.0,,0,,sociology,88.59,,,,"若干水志愿、一篇一作水论文。
2年农村田野调查经验，Writing Sample的主题。"
香港中文大学,硕士,Public Health,录取,2017,2,,6.5,0,211 & 985,预防医学,86.0,,,,
南洋理工大学,硕士,Mechanical Engineering,录取,2015,3,,7.0,0,211,能源动力,83.0,,,,
赫尔辛基大学,硕士,Altaic Studies,录取,2016,4,,7.5,0,清华/北大/中科大,中国文学,81.0,,,,功夫不负有心人
哥伦比亚大学,硕士,Chemical Engineering,录取,2016,3,108.0,,323,211 & 985,材料,89.5,,,,
佛罗里达大学,博士,Chemical Engineering,录取,2013,3,103.0,,322,双非,化学,84.0,,,,SCI小论文两篇
香港城市大学,硕士,Integrated Marketing Communications,录取,2016,2,,6.5,0,,会展经济与管理,83.98,,,,
香港中文大学,硕士,Biomedical Science and Molecular Medicine,录取,2016,3,,7.0,317,,食品科学与工程,81.0,,,,一项国自然项目，放弃美帝phd。
加州大学圣地亚哥分校,硕士,Statistics,录取,2015,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,数学,81.0,,,,上海top2数学试点班，独立发过两篇论文，美国数学评论评论员，三围很低
澳大利亚国立大学,硕士,International Relations,录取,2016,2,92.0,,0,,,89.0,,,,"发表论文两篇，实习三个，学术界知名教授推介信三封（感觉都并没有什么路安用）
甲等荣誉学士，特区和学校的大大小小奖状都有一些，经常参加义工活动云云= ="
爱荷华大学,博士,Chemistry,录取,2016,2,98.0,,318,双非,化学,89.0,,,,2篇挂名paper
波士顿大学,硕士,Economics and Econometrics,录取,2015,0,,,0,211,经济类,89.0,,,,做过三段助研，有一篇英文论文状态是returned for resubmit，还有一篇年会文章，算上来是没有publication的，不过都写上去了。
香港大学,硕士,Public Health,录取,2015,3,,7.0,0,双非,听力学,81.0,清华/北大/中科大,,,
南加州大学,硕士,Public Policy Analysis,录取,2016,3,100.0,,322,,,86.03,,,,
香港中文大学,硕士,Urban Design,录取,2015,2,,6.5,0,双非,园林,80.0,211,风景园林硕士,84,博导推荐，研究生毕设水了个全国奖，工作一年半
乔治城大学,硕士,Communication Culture and Technology,录取,2016,3,103.0,,321,211 & 985,传播学,90.0,,,,"南蛮985厮混, 实验室打杂三年，发过水论文三篇，lecture一篇，台湾交换，奖学金若干"
纽约大学,硕士,International Relations,录取,2015,3,105.0,,326,双非,国际政治,89.0,,,,国家奖学金，校级一等奖学金，水论文一篇，牛推（应该算）一个，科研项目若干。
范德堡大学,硕士,Law,录取,2017,4,114.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,84.0,,,,小本DIY
CEMFI,硕士,Economics and Finance,录取,2017,3,105.0,,0,,,89.0,,,,
香港中文大学,硕士,E-Commerce,录取,2015,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,84.0,,,,
香港城市大学,硕士,Urban Design and Regional Planning,录取,2015,2,,6.5,0,双非,城市规划,85.0,,,,院长和副教授的推荐，有一些水奖
奥克兰大学,硕士,Communication and Media Studies,录取,2016,2,92.0,,0,,,89.0,,,,"发表论文两篇，实习三个，学术界知名教授推介信三封（感觉都并没有什么路安用）
甲等荣誉学士，特区和学校的大大小小奖状都有一些，经常参加义工活动云云= ="
香港中文大学,硕士,Economics,录取,2017,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,保险学,85.5,,,,软件方面，有两次奖学金和两次三好学生，三个实习银行保险四大，一个水科研。
曼彻斯特大学,硕士,Human Rights and Political Science,录取,2017,3,,7.0,0,211,国际政治,85.5,,,,推荐人找的院长和教课的教授，一次校际社会实践项目，牛津大学的暑期项目，一次国际志愿者经历，ngo实习一个，校团委干事和院会部长，总体来说挺水的。
芝加哥大学,硕士,Social Science,录取,2015,4,115.0,,330,211 & 985,英语语言文学,88.0,,,,"主申请方向：Literature in English（英美文学），Cultural Studies（文化研究）和Educational Linguistics（教育语言学）兴趣比较多元，基本申了本科专业的四个发展方向中的三个（翻译还是算了）推荐信方面，我有一封伯克利的推荐，教授是伯克利英语系的大牛（伯克利英语系都多少年第一了。。。）专门研究William Blake。还有一封是在宾大UCLA和伯克利都担任过语言学教授的一名老教授。自己的国外经历比较多，去牛津和哈佛参加过模联，去伯克利全奖交换了一年。在学校里面担任了社团社长和一个项目负责人（针对的是少数民族和贫困生），参与过很多的课外教学工作，大三暑假在外研社担任英语数字教育产品编辑，大四上学期在新浪新闻中心国际新闻部担任国际新闻编辑。托福GRE自然是越高越好，但是我觉得最重要的还是GPA, 哦对了，Writing Samplw就是交了比较长的课程论文"
多伦多大学,硕士,Urban Design,录取,2017,3,,7.0,0,国外高校（含港澳台）,Landscape Architecture,84.0,,,,"两个校级奖学金及系上竞赛获奖。
大陆园林设计院+AECOM Taipei实习。"
香港理工大学,硕士,Operational Research and Risk Analysis,录取,2015,3,,7.0,0,211 & 985,mathematics,85.0,,,,银行实习，数学建模省一，奖学金，各种证书
加州大学戴维斯分校,博士,Civil Engineering,录取,2016,3,,7.0,323,211 & 985,道路桥梁与渡河工程,86.64,,交通工程,,
香港科技大学,硕士,Engineering Enterprise Management,录取,2015,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机科学,77.0,,,,"大四正在英国交换，Technology Innovation Management 专业，和EEM, SEEM 很有相关性、 找那边两个SEEM相关课程任课教授写的推荐信。1月8号才写完推荐信，因为那俩任课教授要等他们给我期末考试判分出来后才给我写。。。 做了SEEM 专业相关的课程project，把project 发给了学院做supporting documents."
弗吉尼亚理工,博士,Food Science,录取,2016,2,94.0,,319,211 & 985,食品科学,88.0,211 & 985,food science,84,三篇SCI二作
香港城市大学,硕士,Creative Media,录取,2017,2,,6.5,0,双非,文化产业管理,87.0,,,,
香港中文大学,硕士,Computer Science,录取,2015,2,92.0,,318,211,物理系-信息显示与光电技术,84.0,,,,大半年实验室研究，无paper。
香港城市大学,硕士,Mathematics for Finance and Actuarial Science,录取,2014,0,,,0,双非,数学与应用数学,83.0,,,,"北美精算SOA两科 P,FM"
圣母大学,博士,Biochemistry and Molecular Biology,录取,2014,3,100.0,,322,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,药学,89.0,,,,"三年的研究经历（本科两年+医科院天津血研所实习）
推荐信一般
无论文"
福特汉姆大学,硕士,American Law,录取,2017,3,103.0,,0,双非,经济法,84.0,,,,基本没有活动没有社团也没有项目没啥亮点，给奖的学校还都挺慷慨的，超出预期
德克萨斯农工大学,博士,Chemical Engineering,录取,2017,3,108.0,,322,211,化学工程,84.44,,,,
香港城市大学,硕士,Chinese,录取,2017,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,中文,81.0,,,,
乔治华盛顿大学,硕士,International Studies,录取,2015,3,107.0,,326,211,,85.82,,,,本科和申请专业不是绝对相关，可能是被拒的一部分原因吧
赫尔辛基大学,硕士,Computer Science,录取,2015,2,,6.5,0,211 & 985,软件工程,88.5,,,,"GPA 88.5
数学建模，校内奖学金，国家奖学金
水实习
大三GPA 1/190"
香港城市大学,硕士,Advanced Technology and Management,录取,2015,0,,,0,211 & 985,通信工程,75.0,,,,
香港中文大学,硕士,Economics,录取,2015,2,98.0,,0,211,经济学,88.0,,,,无论文无实习，有过做挑战杯，大创，助教等经历。
芝加哥艺术学院,硕士,Arts Administration and Policy,录取,2015,3,104.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,建筑学,77.0,,,,"2011年毕业，留学咨询机构近三年工作经历，负责员工培训与留学产品设计。
2014年4月加入美术馆工作。"
波士顿大学,硕士,Public Relations,录取,2017,4,110.0,,317,211,英语（国际新闻）,88.0,,,,"本科为985/211英语（国际新闻）专业。
在校时担任校电视台·英语新闻责编、校英语广播电台·新闻节目制片人。
大学时在两家国内比较官方的电视台实习，实习干货度中上等。
在校期间英语竞赛获得一些奖，但是没有牛霸天的那种= =还给书画插图、设计等等。
毕业后直接工作，连续5年，最官方电视台，负责国际事务，工作内容很繁杂，什么都有。

我这么写真的有帮助吗？（……）有细节问题欢迎问我！"
岭南大学,博士,Economics,录取,2015,0,,,322,211 & 985,统计,84.0,国外高校（含港澳台）,统计,80,"中文论文*3 英文一篇退回修改中
省级项目一个 
现从事银行数据分析工作
想不出还有什么要说的了"
香港浸会大学,硕士,Applied Accounting and Finance,录取,2016,2,99.0,,0,211,会计学,84.0,,,,
东北大学,硕士,Law,录取,2017,0,,,0,国外高校（含港澳台）,,88.0,,,,"本科，无全职工作经验。

3封推荐信，2封来自教授，1封来自以前实习的上司。1个教授和前上司都有JD学位。"
斯坦福大学,硕士,Civil Engineering,录取,2016,3,107.0,,327,211 & 985,地质工程,95.0,,,,
杜伦大学,硕士,Accounting,录取,2016,3,,7.0,0,211,会计学,84.0,,,,
香港科技大学,硕士,Global Operation,录取,2015,3,103.0,,0,211 & 985,经济学,84.0,,,,一个Big name实习，一个本土水实习（无关），两段交换经历；
宾夕法尼亚州立大学,硕士,Civil Engineering,录取,2016,2,99.0,,322,211 & 985,土木工程,81.0,,,,工作3年半，水论文二作若干，专利若干
渥太华大学,硕士,Computer Vision,录取,2015,3,101.0,,0,211 & 985,软件工程,87.0,,,,无论文，中科院实习半年，台湾交流半年，一些水项目，水奖学金
南洋理工大学,硕士,Embedded System,录取,2015,2,96.0,,320,,电气工程与自动化,84.0,,,,无论文，无牛推，奖学金倒是每年都拿了，但也是校级和企业奖学金，水项目一个，水实习一个
特温特大学,硕士,Business Information Technology,录取,2015,2,,6.5,0,211,信息管理与信息系统,84.0,,,,无牛推无论文无实验室经历。。。一个自主创新项目，几个水实习，一些社团经历。背景平平，感觉没啥特出彩的。
杜兰大学,博士,Biomedical Engineering,录取,2015,2,95.0,,317,211 & 985,生物医学工程,85.0,,,,有大概一年左右实验室经历，拿过一个BME竞赛全国一等奖
伦敦政治经济学院,硕士,Economics and Econometrics,录取,2016,0,,,325,,经济学,89.0,,,,
密歇根大学安娜堡分校,博士,Communication Studies,录取,2016,4,,7.5,320,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,管理,86.0,,Political Communication,,
加州大学洛杉矶分校,硕士,Law,录取,2017,3,102.0,,0,,,86.53,双非,法律硕士,88,"最高法院实习半年，拿过3次学校一等奖学金，推荐信两个学校教授，一个实习带我的审判长。感觉自己实践经历还是少了，被西北和cornell拒后真是巨伤心。。能拿到Umich的WL已经很感激了。。还剩一个UCB,虽然感觉希望渺茫，但还是期待能有人品爆发吧！"
香港理工大学,硕士,Engineering Business Management,录取,2014,0,,,0,双非,计算机数字媒体,84.0,国外高校（含港澳台）,,,各类奖学金，社团
哈佛大学,硕士,Language and Literacy,录取,2015,4,115.0,,330,211 & 985,英语语言文学,88.0,,,,"主申请方向：Literature in English（英美文学），Cultural Studies（文化研究）和Educational Linguistics（教育语言学）兴趣比较多元，基本申了本科专业的四个发展方向中的三个（翻译还是算了）推荐信方面，我有一封伯克利的推荐，教授是伯克利英语系的大牛（伯克利英语系都多少年第一了。。。）专门研究William Blake。还有一封是在宾大UCLA和伯克利都担任过语言学教授的一名老教授。自己的国外经历比较多，去牛津和哈佛参加过模联，去伯克利全奖交换了一年。在学校里面担任了社团社长和一个项目负责人（针对的是少数民族和贫困生），参与过很多的课外教学工作，大三暑假在外研社担任英语数字教育产品编辑，大四上学期在新浪新闻中心国际新闻部担任国际新闻编辑。托福GRE自然是越高越好，但是我觉得最重要的还是GPA, 哦对了，Writing Samplw就是交了比较长的课程论文"
华盛顿州立大学,博士,Mechanical Engineering,录取,2016,3,100.0,,325,211 & 985,机械工程,89.1,211 & 985,机械制造及其自动化,,EI一作会议水文一篇，三作挂名一篇；国内核心挂名三作一篇；国家奖学金；校级优秀毕业生；General Motors全职工作三年(PATAC设计发布工程师）。
香港城市大学,硕士,Arbitration and Dispute Resolution,录取,2017,3,,7.0,0,双非,工商管理,80.3,,,,
杜伦大学,硕士,Law,录取,2016,0,,6.0,0,双非,法律,84.0,,,,
洛桑联邦理工学院,硕士,Management Technology and Economics,录取,2014,0,,,0,清华/北大/中科大,化学+经济学双学位,84.0,,,,参加过美帝的暑期学校和暑期科研，以及比利时的某交流活动
新学院,硕士,Architecture,录取,2015,3,106.0,,325,,建筑学,84.0,,,,
华威大学,硕士,Business,录取,2016,0,,6.0,0,211,金融学,92.0,,,,
香港教育学院,硕士,English Language Education,录取,2015,3,,7.0,0,211,英语,81.0,,,,
香港理工大学,硕士,Chinese Culture,录取,2016,0,,6.0,0,双非,哲学,92.0,,,,
