AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,Post_School,Post_Major,Post_GPA,Other_Info
范德堡大学,硕士,Business Law,录取,2017,2,95.0,7.0,0,双非,法学,84.0,,,,香港交流，法院+一般所实习，课题若干
南洋理工大学,博士,Materials Science and Engineering,录取,2015,2,,6.5,0,211 & 985,化学工程,88.0,211 & 985,环境工程,89.4,4篇SCI一作（三篇一作、一篇老板一作，我二作），二三四作若干，（影响因子都在4-5）水专利若干，本科全国水奖若干（全国化工设计大赛、华南地区化赛、环保赛等等）。不要问我为啥不申请其他学校，呵呵，各有各的原因。
伊利诺伊大学厄巴纳-香槟分校,硕士,Architecture,录取,2015,2,94.0,,314,双非,城市规划,84.0,,,,3个竞赛（其中一个有奖），2个workshop，三年建筑工作室实习经验和三年实验室经验。
图卢兹国立理工学院,硕士,Science and Technology in Safety and Industrial Engineering,录取,2016,0,,6.0,0,,安全工程,84.4,,,,
霍特国际商学院,硕士,Finance,录取,2015,2,92.0,,315,双非,Statistics and Accounting,78.0,,,,
香港城市大学,硕士,Applied Economics,录取,2014,0,,,0,国外高校（含港澳台）,电子工程,84.0,,,,无推无论文。。。
利物浦大学,硕士,Big Data Science,录取,2017,2,,6.5,0,211,统计学,83.0,,,,社会实践两次一等奖，两次院级奖学金，两段实习，第一段政府实习，第二段500强外企相关数据处理工作。
南加州大学,硕士,Public Policy Analysis,录取,2016,3,100.0,,322,,,86.03,,,,
弗吉尼亚理工,博士,Biology,录取,2013,3,104.0,,327,双非,应用生物技术,84.0,,,,两年科研经历，申请时一篇3分SCI文章（三作）在投；一片二作In preparation。一个美国生物公司孟山都公司奖学金。
皇家墨尔本理工大学,硕士,Architecture,录取,2017,1,,5.5,0,211,建筑学,76.0,,,,
香港城市大学,硕士,Financial Services,录取,2016,3,,7.0,0,双非,国际贸易,88.0,,,,
香港城市大学,硕士,Language Studies,录取,2015,3,,7.0,0,211 & 985,英语,86.07,,,,无出版，无牛退，就一年英文教师工作经历，做过实习口译。。。
波士顿大学,硕士,Economics,录取,2015,3,107.0,,326,211,经济学,90.0,,,,
杜伦大学,硕士,Law,录取,2017,4,,7.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,86.0,,,,两个实习，三次国际商事仲裁辩论赛经历，学生组织，教授推荐信x2，
南安普顿大学,硕士,Energy and Sustainability,录取,2014,0,,,0,双非,电气工程自动化,84.0,,,,"主要是项目做的比较多，完完整整的项目而且有发过论文和比赛的大概有2个
2篇国内期刊水论文 一个专利
台湾交换生半年   香港理工寒假交流一周
国奖 院十佳 还有一些小奖"
巴黎政治大学,硕士,International Security,录取,2017,4,,7.5,0,211 & 985,国际政治,89.0,,,,
麦克马斯特大学,硕士,Business Administration and Management,录取,2015,3,104.0,,330,211,金融学,85.0,,,,无论文，无牛推，1年不到工作经验
瑞典皇家理工学院,硕士,Transport and Geoinformation Technology,录取,2016,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,土木工程,87.13,,,,一个水专利，无牛腿，水科研经历
西北大学,硕士,Law,录取,2017,3,100.0,,0,211,法学,91.0,211,,,实习：中伦北京、天元北京、北京某区法院；交换：美国，一学期；推荐：两位本校教授，一位律所合伙人；无项目、无论文，本科有点小奖
香港大学,硕士,Computer Science,录取,2017,2,,6.5,0,双非,计算机科学与技术,88.9,,,,中科院实习
范德堡大学,硕士,Education Policy,录取,2016,4,115.0,,324,双非,,85.96,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,一年美帝高中教学经验，两年国内国际学校教学，半年（至今）外企数据分析。
香港理工大学,硕士,Accountancy,录取,2017,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,编辑出版学/会计学双学位,83.0,,,,银行工作半年，无鸡马特，实习较多，会计是双学位所以也算转专业申请了。。。
纽约州立大学布法罗分校,硕士,Urban Planning,录取,2013,1,85.0,,0,双非,艺术设计,85.5,双非,艺术设计,89,有两篇文章发表
伦敦大学学院,硕士,Statistics,录取,2016,4,,7.5,320,国外高校（含港澳台）,精算数学,90.0,,,,
香港城市大学,硕士,Management Science,录取,2015,0,,,0,,信息与计算科学,84.0,,,,无牛推，水实习
哥伦比亚大学,硕士,Biotechnology,录取,2015,3,100.0,,324,211 & 985,生物技术,84.0,,,,大三进的实验室，经验水水，蹭了一篇SCI，点数不高但聊胜于无。无牛腿。比赛活动奖学金全无。
肯高迪亚大学,硕士,Business Administration,录取,2015,3,,7.0,0,,,86.0,,,,
米兰理工大学,硕士,Mechanical Engineering,录取,2015,2,,6.5,0,211 & 985,机械设计制造及其自动化,84.7,,,,
萨斯喀彻温大学,硕士,Computer Science,录取,2014,2,90.0,,0,双非,计算机科学与技术,84.0,,,,"4篇paper，其中一篇核心和一篇水刊，两篇EI，核心和水刊是一作

有一个ACM-ICPC亚洲区的铜牌，其实还有枚金牌，但那届我比较水，属于蹭队友大腿得的奖，为了RP我就没有写在CV里。

三封推荐信，两封教授，一封工作中的领导，工作领导这封应该可以算是牛推吧，云计算业内大牛一枚，国内某巨头互联网公司的高级总监"
香港大学,硕士,Environmental Engineering,录取,2015,4,,7.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,环境工程,84.0,,,,
阿尔伯塔大学,硕士,International Business,录取,2017,4,,8.0,320,双非,英语,88.0,,,,全程DIY，8年政府外事工作经验应该加分不少，PS自己用心写的，跟项目匹配度较高，有一封牛推。无经济学和数学背景，但好像影响不大。
印第安纳大学伯明顿分校,硕士,Computer Science and Computer Engineering,录取,2013,3,105.0,,319,双非,数字媒体技术,82.0,,,,无牛腿，无论文
华盛顿州立大学,博士,Economics and Econometrics,录取,2016,3,100.0,,320,清华/北大/中科大,经济学,81.0,,,,
金斯顿大学,硕士,Graphic Design,录取,2015,2,,6.5,0,双非,中国画,84.46,,,,
曼彻斯特大学,硕士,Civil Engineering,录取,2017,3,,7.0,0,211 & 985,土木工程,86.7,,,,一篇EI，水实习，在KTH交流半年
香港中文大学,硕士,Journalism,录取,2017,2,,6.5,0,211 & 985,新闻学,93.0,,,,国家级媒体实习经历 媒体工作经历一年半 有省级获奖作品
香港理工大学,硕士,Translation,录取,2016,4,,8.0,0,双非,英语,88.0,,,,
香港科技大学,博士,Information System,录取,2017,2,,6.5,325,211 & 985,软件工程,89.0,,Statistics,93,小项目若干，奖学金若干。没有陶瓷，硬申的，港科经历了很多很多次面试
德克萨斯大学奥斯汀分校,硕士,Advertising,录取,2017,0,,,323,,Mechanical Engineering,84.0,,,,
利兹大学,硕士,Consumer Analytics and Marketing Strategy,录取,2017,3,,7.0,0,211 & 985,,84.32,,,,
香港城市大学,硕士,International Accounting,录取,2014,0,,,0,双非,会计学,85.0,,,,"学校211非985
每年校奖学金
无论文，两个实习其中一个世界五百强"
乔治城大学,硕士,General Law,录取,2017,3,108.0,,0,清华/北大/中科大,英语/法学,85.0,清华/北大/中科大,法律硕士,88,"Top 5内所工作半年,入职前一年全职实习；最高院、某vault排名较低的外所实习；一学期出国交换；三封推荐信：导师，美国Par, 交换法学院的教授各一封。

两个很水的小奖，无Paper."
香港理工大学,硕士,Translating and Interpreting,录取,2015,3,104.0,,0,211,英语,90.0,,,,
德克萨斯大学奥斯汀分校,硕士,American Law,录取,2015,3,102.0,,0,211 & 985,法学,86.0,,,,有一次summer program的游学，一个院内比赛优秀奖（2333），一次单项奖学金，两次普通实习，参加过法律诊所，体育比赛文艺比赛获奖若干，参与一个社团（管弦乐团），一次兼职（2333）
曼彻斯特大学,硕士,"Linguistics, Interpretation and Translation",录取,2015,4,112.0,8.0,317,双非,英语,86.0,,,,
克莱姆森大学,博士,Biochemistry and Molecular Biology,录取,2016,3,100.0,,319,双非,生物技术,87.0,,,,"大二申到了CSC资助的去UCSD交换10个月的留学经历，但没进实验室；
本科时大一就进了实验室，有大学生创新创业项目，还参加过校内的几项水科研，也参加过浙江省生命科学竞赛省3等奖；
校奖学金拿了几次，成绩不错。"
弗吉尼亚大学,硕士,Architecture,录取,2015,0,,,310,国外高校（含港澳台）,建筑研究,88.0,,,,
马斯特里赫特大学,硕士,Psychology,录取,2014,2,93.0,,312,双非,应用心理学,85.0,,,,无paper 无牛推 学渣一枚~~TAT
谢菲尔德大学,硕士,Architecture,录取,2016,0,,,0,国外高校（含港澳台）,建筑学,85.0,,,,
香港科技大学,硕士,Chinese Culture,录取,2017,2,,6.5,0,双非,汉语言文学,84.74,,,,国家奖学金，校长奖学金等奖学金，学生干部经历，暑期社会实践，一些校级、院级荣誉，三个实习，一篇paper
杜兰大学,硕士,Accounting,录取,2017,0,,,0,国外高校（含港澳台）,会计,84.0,,,,海本，waive语言
阿尔伯塔大学,硕士,Finance,录取,2016,4,,8.0,0,双非,日语,84.0,,,,国奖一次，校奖若干
范德堡大学,硕士,Law,录取,2015,3,105.0,,0,双非,,85.96,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法律硕士,S,本科非法律专业，外所工作6年多，外企法务工作2年多，推荐人某美所partner一封，硕士导师一封，现公司领导一封。没有什么大牛的推荐人，3个人来自3个不同的国家。partner和公司领导和我关系都很好，所以写得应该都蛮具体的，还有他们个人对我的感受。教授的那封，很普通，大家懂得。
曼彻斯特大学,硕士,Educational Administration,录取,2015,2,,6.5,0,双非,英语,81.7,清华/北大/中科大,,,
香港理工大学,硕士,Chinese Language and Literature,录取,2017,2,,6.5,0,双非,汉语言文学,88.0,,,,三份实习（一份教育行业，一份纸媒，一份是电台），一份paper，有较丰富志愿者经历。推荐信和PS写得比较用心。
卡迪夫大学,硕士,"Urban, Community and Regional Planning",录取,2015,2,,6.5,0,211 & 985,城市规划,85.34,,,,
西北大学,博士,Media Technology and Society,录取,2014,0,,,318,双非,,88.0,,,88,
南洋理工大学,硕士,Power Engineering,录取,2016,2,94.0,,0,,核科学与核技术（核电站方向）,81.0,211 & 985,,,
埃克塞特大学,硕士,Teaching English to Speakers of Other Languages,录取,2016,3,,7.0,0,双非,英语,86.1,,,,
卡尔加里大学,硕士,Electrical and Electronics Engineering,录取,2015,1,86.0,,0,211 & 985,电子科学与技术,82.6,211 & 985,光学工程,78.6,无论文 若干项目
香港城市大学,硕士,Applied Economics,录取,2015,2,97.0,,0,211,金融学,81.0,,,,很水的实习，GMAT考太差申请的时候根本没有用到，两个校级奖学金，学生工作，一些校级小奖。。没有什么亮点
香港中文大学,硕士,Urban Design,录取,2017,2,,6.5,0,211 & 985,园林,84.0,,,,
爱荷华大学,博士,Genetics,录取,2017,4,111.0,,325,211 & 985,生物科学,88.0,,,,"没有发过论文
有国外交换经历 （GPA3.88）"
俄克拉荷马州立大学,博士,Environmental Studies,录取,2015,1,89.0,,299,双非,农业建筑环境与能源工程,90.0,双非,农业生物环境与能源工程,87.56,大大小小的论文一共14篇，SCI1篇，EI若干，国际会议几篇，合作专利4项，参与项目若干。有在国内NGO兼职project official 5年的背景，NTU交流学习，国际NGO实习的经历。国内的奖项大多都获过~
谢菲尔德大学,硕士,Computer Software Engineering,录取,2015,4,,7.5,0,双非,地理信息系统,89.0,,,,无论文 科研背景
乔治华盛顿大学,硕士,Data Science,录取,2017,3,102.0,,323,211 & 985,材料成型及控制工程,89.6,,,,
香港科技大学,硕士,Social Science,录取,2014,0,,,0,双非,主修social science  辅修 marketing,84.0,,,,"985 211院校
奖学金、实习经历（实习不是高大上。。很普通）
半年海外交换学习经历
有论文获奖"
新加坡国立大学,硕士,Economics and Econometrics,录取,2017,2,95.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,90.0,,,,无论文，银行实习，活动多，支教。有比赛。
东北大学,硕士,Electrical and Electronics Engineering,录取,2015,1,80.0,,313,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电气工程,81.0,211 & 985,EE,81,
西蒙弗雷泽大学,硕士,Finance,录取,2014,0,,,0,双非,金融,88.0,,,,"通过CFA level I
数学建模国际二等奖
参加过国家社科基金课题
发表论文两篇
应届生，水实习两个"
芝加哥大学,硕士,Public Policy,录取,2017,0,,,318,,经济,84.0,,,,
香港中文大学,硕士,Mechanical Engineering,录取,2015,1,86.0,,0,211 & 985,自动化,81.0,,,,无科研项目经历，2年美资500强半导体公司工作经验
宾夕法尼亚大学,硕士,Mechanical Engineering,录取,2015,2,99.0,,323,211 & 985,热能与动力工程,86.78,,,,两次实习，一项发明专利，奖学金若干，无paper和海外项目经历
阿德莱德大学,硕士,Viticulture and Oenology,录取,2016,1,82.0,6.5,0,211 & 985,化学,77.0,,,,"澳洲spring入学是指7月 anu实际是申的2017 semester1 
有挂名的一篇paper，但是uq没上传cv也录了，应该影响不大"
乌普萨拉大学,硕士,Economics and Econometrics,录取,2015,4,113.0,,319,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,92.0,,,,有一学期EM交换经历、一个投资公司实习、一次经济学年会参与，其余志愿者活动、比赛啥的，可以忽略。
哈佛大学,硕士,Learning and Teaching,录取,2015,4,116.0,,332,双非,英语与国际问题研究,90.0,,,,大一暑假在青海支教，大三上校艺术团团长，大三下在英国肯特大学交换半年，实习在新东方，无paper。
哈佛大学,硕士,Law,录取,2015,3,100.0,,0,211 & 985,法律,84.0,清华/北大/中科大,,,毕业后于国内大所工作五年；两年公益服务经验；推荐信（学校教授、所内律师、公益机构主管）；拿过私人机构提供的奖学金；有过美国游学经历（一个暑假）；无发表论文；无科研项目。
墨尔本大学,硕士,Food Package and Innovation,录取,2016,3,106.0,,330,211,食品科学与工程,87.3,,,,"一个国家级创新项目（一篇中文论文），两个研究所实习（两篇英文论文）。
论文都不是一作。"
纽卡斯尔大学,硕士,Finance,录取,2017,3,,7.0,0,双非,国际经济与贸易,88.0,,,,
香港城市大学,硕士,Media Cultures,录取,2014,0,,,0,双非,会展+工业设计 双学位,84.0,,,,"系主任推荐
不相关工作经验，总经理推荐
校内奖学金2年，国家奖学金1年
2个校内媒体带头人"
密歇根大学安娜堡分校,博士,Nuclear Engineering,录取,2014,3,107.0,,320,清华/北大/中科大,工程物理,89.0,,,,有过一篇NSS-MIC的一作论文，无牛推
纽约大学,硕士,Teaching English as a Second Language,录取,2015,3,108.0,,317,双非,英语,88.0,,,,无牛推，教学实习几次，奖学金几次，演讲比赛几次
伦斯勒理工学院,博士,Mechanical Engineering,录取,2014,3,104.0,,320,双非,自动化,91.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,能源,88.2,"国外半年研究经历，二作EI，二作SCI，三作SCI各一篇；
有套磁，无面试"
香港大学,硕士,Teaching Chinese as a Second Language,录取,2017,3,,7.0,0,211 & 985,对外汉语,84.0,,,,
谢菲尔德大学,硕士,Architectural Design,录取,2016,2,,6.5,0,双非,,85.01,,,,
九州大学,硕士,International Business and Economic Law,录取,2016,4,,7.5,0,211 & 985,,88.0,,,,
香港中文大学,硕士,Sustainable and Environmental Design,录取,2015,0,,6.0,0,211,地理信息系统,84.0,,,,"国家级科研一个，小组成员共同发表论文两篇；
各类校级科研和学科竞赛（城市规划和GIS开发类都有）；
3年奖学金；
土地规划、城市规划方面的实习；
一些社团、志愿者、学生干部经验"
西北大学,硕士,Journalism,录取,2015,4,113.0,,323,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,90.0,,,,GPA排名很好；校外实践有地方电视台实习，外媒实习等。推荐信有外教，本系教授和外媒编辑，WS折磨了很久，最后交了外教几堂新闻写作课的作业，两篇feature，一篇长一点的评论性文章。
南伊利诺伊大学卡本代尔分校,博士,Managerial Economics,录取,2015,0,,,0,211,,84.0,,经济,88,
东北大学,硕士,Industrial and Engineering Management,录取,2015,3,103.0,,322,211 & 985,热能与动力工程,84.0,,,,
香港中文大学,硕士,Systems Engineering and Engineering Management,录取,2016,3,,7.0,0,211,金融,84.0,,,,
加州大学欧文分校,博士,Electrical and Electronics Engineering,录取,2015,0,,,330,211 & 985,电气工程,84.0,国外高校（含港澳台）,Computer Engineering,88,
宾夕法尼亚大学,硕士,learning science and technologies,录取,2016,3,107.0,,331,211 & 985,教育技术,88.0,,,,本科几个科研项目，参与一本书的编写，去央视实习4个月，多个国际社会实践活动，一个教育实习，一个支教，哥大tc暑期学校
格拉斯哥大学,硕士,Film and Television Studies,录取,2016,3,,7.0,0,211,应用心理学,88.0,,,,"个人背景：大二开始运营电影平台（写在CV里，PS没有写） 写了几十篇影评 
                两个NGO经历 人权方向（实习和志愿）不过没有写在PS里
                发表影评两篇（报纸和网络上的专栏，有稿费，CV）
                电影公司实习半年左右（一个月全职，剩下兼职，写在CV）
                大二拍过微电影（没有写）
                市级英语口语比赛奖 校级征文大赛特等奖 优秀学生奖学金神马的 优秀志愿者 优秀学生干部 （后两个CV未体现）

课程：我们学过东方哲学和西方哲学（分数在90分以上），选修过大学影视艺术史（分数在90分以上），其它就是专业课"
香港浸会大学,硕士,Business Management,录取,2016,2,,6.5,0,双非,工商管理,83.6,,,,四个实习，两个全国性比赛证书，一次公益活动，奖学金
范德堡大学,硕士,Teaching English as a Second Language,录取,2017,4,113.0,,330,211 & 985,英语,89.0,,,,比较多的英语教师经验，互联网教育公司实习，教育部某部门打杂，校英语播音部主持，大型相关活动参与者，志愿者，两个相关项目，无paper。国家励志奖。推荐信是本校教授和新东方。
兰卡斯特大学,硕士,Accounting and Financial Management,录取,2015,0,,,0,211 & 985,经管,88.0,,,,
南洋理工大学,博士,Electrical Engineering,录取,2013,0,,,319,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,精密仪器,88.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,精密仪器,,无论文，无牛推
麦克马斯特大学,硕士,Finance,录取,2015,3,103.0,,0,211,金融,89.41,,,,"两个水水的实习：
中国人民银行中心支行支付结算处实习两个月
光大期货分公司实习两个月

一个校二等奖学金，两个校三等奖学金"
南洋理工大学,硕士,Electrical and Electronics Engineering,录取,2016,2,,6.5,0,双非,电气工程与自动化,91.0,,,,国家奖学金，数模国一、美二，全额奖学金巴黎五大交换半年。无paper。各项竞赛和荣誉若干。
香港中文大学,硕士,Advanced Environmental Planning Technologies,录取,2016,1,83.0,,0,双非,环境工程,80.0,,,,本科是双非，有奖学金，有学生活动经验，也有论文发表（较水）。
波士顿大学,硕士,American Law,录取,2017,3,100.0,,0,211 & 985,法学,84.0,,,,"竞赛：两次国际模拟法庭mooter
科研：一次大创，论文发表核心期刊
实习：三段实习，法院、国内律所、世界500强企业，各2个月实习
其他：AIESEC泰国志愿者两个月"
香港城市大学,硕士,Engineering Management,录取,2016,3,,7.0,0,,textile engineering,81.0,,,,"自认为是学渣，加上本科专业纺织工程，并不能感冒啊，无心专注学术。申请材料很常规：1篇老师推荐信,1篇实习工厂老总推荐信；学生工作两项，带领团队上过湖南卫视《我是大美人》；一篇不相关论文；2个水实习，无名；奖状4个吧，级别较小。。自己在申请的时候一个校三等奖，一个sci二作没证就没用，也许因为这个SEEM没鸟我吧耿耿于怀。。哭脸！"
渥太华大学,硕士,Electrical and Computer Engineering,录取,2015,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电气工程及其自动化,84.0,,,,无，水水的
密歇根大学安娜堡分校,硕士,Environmental Studies,录取,2015,4,112.0,,325,211 & 985,农业经济,83.0,,,,"国际环境NGO暑期实习生
商务部对外援助项目驻柬埔寨助理
咨询公司全职分析师半年
国际环境NGO环境法实习生

Publication: 非核心一篇
本科参加农业和环境相关研究项目四个，包括国家级一个"
杜克大学,硕士,Economics and Econometrics,录取,2015,0,,,332,国外高校（含港澳台）,PPE,86.0,,,,Reference：一篇斯坦福Emeritus professor，两篇系内副教授
南安普顿大学,硕士,Knowledge and Information Systems Management,录取,2016,3,,7.0,0,211,信息管理与信息系统,85.0,,,,"一学期香港交换经历，一大一小两个暑期金融/工程方面的实习，没有考G

除了港理工Skype面试，面试后不到一周录取，其他均为无面试录取"
布里斯托大学,硕士,Accounting and Financial Management,录取,2017,3,,7.0,0,双非,金融,88.0,双非,,,
圣路易斯华盛顿大学,硕士,Architecture,录取,2015,2,94.0,,314,双非,城市规划,84.0,,,,3个竞赛（其中一个有奖），2个workshop，三年建筑工作室实习经验和三年实验室经验。
凯斯西储大学,硕士,Finance,录取,2016,3,103.0,,332,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,金融学,88.0,,,,"志愿者工作、校级社团负责人...
金融类实习两次：农业银行+长江证券
社会实践丰富（全国性会议、省级志愿者服务项目）
本专业两位老师 + 国际性组织工作人员 推荐信"
香港大学,硕士,Education,录取,2017,3,,7.0,0,双非,对外汉语,88.0,,,,
罗格斯大学,硕士,Biology,录取,2013,2,92.0,,316,双非,生物科学,84.0,,,,无牛推和paper
爱丁堡大学,硕士,Financial Mathematics,录取,2016,3,,7.0,320,211,信息与计算科学,92.0,,,,
香港理工大学,硕士,Electronic Information Engineering,录取,2016,3,,7.0,0,,电子信息工程,78.5,,,,全程手动申请，一月初submit，本科经历平淡无看点，不得不承认工科录取真的，，，直率
哥伦比亚大学,硕士,Instructional Technology and Media,录取,2016,3,107.0,,331,211 & 985,教育技术,88.0,,,,本科几个科研项目，参与一本书的编写，去央视实习4个月，多个国际社会实践活动，一个教育实习，一个支教，哥大tc暑期学校
香港城市大学,硕士,Electronic Information Engineering,录取,2017,2,,6.5,314,211,通信工程,90.21,,,,在学校参加了大学生科研立项，其他一些比较水的比赛，数模和电赛之类的
香港中文大学,硕士,Chinese Linguistic and Language Acquisition,录取,2017,0,,,0,双非,对外汉语,88.1,,,,连续三年奖学金；学生会主席；大大小小各种实习（基本都与本专业相关）；有被公派去新加坡实习经验。有法语辅修，水平不太高。无牛推，无论文。
香港科技大学,硕士,Global Operation,录取,2016,4,111.0,,0,211 & 985,经济学,80.0,,,,獎學金，兩份實習，志願者活動，體育競賽
波士顿大学,硕士,Economics and Econometrics,录取,2015,0,,,0,,经济学,88.0,,,,"校长新生奖，
Dean’s List(大一至毕业前一学期),
系里奖学金免部分学费(大二至毕业),
本科生优秀Poster,
荣誉毕业生，
专业课助教，两段助研，
学生会干部，
慈善志愿者"
威斯康星大学,硕士,Economics and Econometrics,录取,2017,3,102.0,,322,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电气工程,88.0,,,,
华盛顿大学,硕士,Statistics,录取,2013,0,,,332,国外高校（含港澳台）,精算学,88.0,,,,无论文，有专业相关实习。
香港中文大学,硕士,Intercultural Studies,录取,2014,0,,,0,双非,文化产业管理,85.0,,,,没有论文发表、一次上海大学生实践大赛优秀奖经历、没有特别能吹道的实习经历、推荐人是副系主任和一枚牛推
墨尔本大学,硕士,Electrical Engineering,录取,2017,3,,7.0,0,211 & 985,自动化,80.16,,,,"无科研，无论文，水创新项目，大三专业课均分较高,两次国外短期交流经验，很多次志愿者证明，一个国家级志愿者证明。"
伊利诺伊理工大学,硕士,Computer Science,录取,2017,0,,,317,国外高校（含港澳台）,Sociology,81.0,,,,
印第安纳大学,硕士,Law,录取,2015,1,87.0,,0,双非,民商法,77.0,双非,民商法,84,"有外国教授的一封推荐信
论文有但没出现在PS里
IUB对托福的要求是87分即可，简直就是为我定制的因为我是 
86＝19+24+20+23
87＝23+18+23+23
93＝25+23+20+25
递交材料的时候用的是87，知道93已经是十二月了"
凯斯西储大学,硕士,Social Management,录取,2015,2,,6.5,0,双非,经济学,82.0,,,,
卡迪夫大学,硕士,Journalism Media and Communications,录取,2017,4,,8.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语,84.0,,,,有欧洲某社科名校交换经历，推荐信一位实习上的领导（前知名媒体人）和一位学校关系很好的老师。
圣路易斯华盛顿大学,硕士,Electrical and Electronics Engineering,录取,2016,3,103.0,,321,211 & 985,光信息,85.0,,,,
斯蒂文斯理工学院,硕士,Finance Engineering,录取,2015,2,94.0,,322,211 & 985,应用数学,76.0,,,,做过一个项目，有过两段实习经历（中国银行，花旗银行），无论文发表。推荐人找了两个本校比较了解自己的教授和一个实习时接触比较多的领导。
乔治城大学,硕士,Law,录取,2016,4,110.0,,0,211 & 985,法学院,88.0,,,,美国、英国法学院各一学期交换，两段律所实习以及一段省高院实习，Jessup比赛队员，一篇学术论文，无牛推
莱顿大学,硕士,African Studies,录取,2017,2,97.0,7.0,321,清华/北大/中科大,国际政治经济学,84.0,,,,"挑战杯一等奖，中非卓越基金会实习，北京大学非洲研究中心学生助理。
较熟练地会法语、斯瓦西里语和祖鲁语。"
加州大学戴维斯分校,硕士,Horticulture and Agronomy,录取,2017,3,104.0,,326,211,ornamental horticulture,92.42,,,,无论文，无海外经历，无牛推。两段科研，其中一段与申请几乎不相干。还有一些与专业相关的课外活动。
香港城市大学,硕士,Information System Management,录取,2017,2,,6.5,0,211,电子商务,83.0,,,,
香港理工大学,硕士,English Language Arts,录取,2016,3,,7.0,0,211,英语,87.0,,English Language and Literature,,
纽约大学,博士,Electrical and Electronics Engineering,录取,2017,2,99.0,,322,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电气工程,90.0,,,,"Purdue RA 2000/mon 老板年轻AP
NYU Tandon 4年fellowship 接近2750/mon
TAMU 三月份才出结果 面试后老板说八九不离十 具体数额不知道 估计是RA



. 两篇一作 IF2.0上下 两篇三作 IF 1.5左右。文章比较水。文章所做方向与申请方向关系不大。 T 99 G 155 167 海外RA：做优化相关，暂无成果。"
哥伦比亚大学,硕士,Environmental Earth Engineering,录取,2016,3,106.0,,325,,环境科学,88.0,,,,"省部共建211
中科院水实习 地方机构水实习 UCB半年 水项目 2篇外推
一堆水活动"
谢菲尔德大学,硕士,Global Journalism,录取,2015,4,,8.0,0,,对外汉语,85.0,,,,"校科研立项一个 项目负责人
副院长、教授推荐信各一封
传媒实习一个 单位大牛 内容略水
校三等奖学金一个"
香港浸会大学,硕士,International Journalism Studies,录取,2017,2,,6.5,0,双非,广播电视新闻学,84.0,,,,台湾交换一学期，社团活动若干，丰富实践经验（省级电视台、报社、公关公司、微信公众号运营）学校征文类、摄影类、视频类获奖若干。
中佛罗里达大学,博士,Electrical and Electronics Engineering,录取,2015,2,99.0,,315,,电气工程,84.0,,,,
南洋理工大学,博士,Materials & MSE,录取,2013,0,,,0,双非,生物医学工程,82.0,双非,生物医学工程,84,"一作中文EI一篇
挂名SCI 2篇"
杜克大学,硕士,Economics,录取,2017,3,108.0,,332,,心理学,90.0,,,,"CCER 经济学双学位，3.9/4. 详细背景可以找我之前发的定位帖 http://bbs.gter.net/thread-2049806-1-1.html。

申的时候相对于定位帖里多了一篇 writing sample,做的还成，其中一份推荐信的推荐力度也强了些。

MAPSS与 MACSS 拿了2/3的 tuition waive（不给奖真的好贵读不起）。

cemfi免学费额外给了5000欧/年。金钱的诱惑好大。。。。"
香港科技大学,硕士,Big Data Technology,录取,2017,2,99.0,,324,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电气工程,84.0,,,,
香港中文大学,硕士,Journalism,录取,2014,0,,,0,双非,商务英语,87.0,,,,"北京211财经类院校。专八良，双学位，主专业均分87/100,两个学位均分84/100。中国日报，新东方实习，sino-dental口译兼职。各种志愿活动。无牛推，无paper。有一些网站发表的小文章与稿件。"
哥伦比亚大学,硕士,"Urban, Community and Regional Planning",录取,2017,3,106.0,,333,,城市规划,88.0,,,,无论文，普通推荐，四份实习，三个会议，若干研究，两次海外交流，若干志愿者
佛罗里达州立大学,硕士,Other,录取,2013,3,102.0,,317,双非,英语,84.0,,,,
诺丁汉大学,硕士,Translation,录取,2016,0,,,0,211,英专,84.0,,,,
芝加哥大学,硕士,Computational Social Sciences,录取,2017,4,,8.0,332,211 & 985,国贸,91.0,,,,两篇论文（未发表，但都比较用心吧）；两段助研；数模m奖；实习（证券+咨询）；无牛推（但都来自比较了解我的老师。。带我助研、给我上课、指导我写过论文参加过比赛之类的）
